Description,Price,ReviewCount,Url,Website Source
"Dell Latitude 5410 14"" FHD Laptop Intel i5-10310U 1.7GHz 16GB 256GB W10P - Manufacturer Refurbished",$199.99,1,https://www.target.com/p/dell-latitude-5410-14-fhd-laptop-intel-i5-10310u-1-7ghz-16gb-256gb-w10p-manufacturer-refurbished/-/A-93839825#lnk=sametab,Target
"Dell Inspiron 15 3520 15.6” Full HD Touchscreen Laptop, Intel Core i5-1235U, 8GB RAM, 512GB SSD, Windows 11 Home",$459.99,1,https://www.target.com/p/dell-inspiron-15-3520-15-6-full-hd-touchscreen-laptop-intel-core-i5-1235u-8gb-ram-512gb-ssd-windows-11-home/-/A-92302925#lnk=sametab,Target
"Dell Latitude 7420 14"" FHD Laptop Intel Core i7-1165G7 16GB Ram 512GB SSD Windows 11 Professiona - Manufacturer Refurbished",$397.69,,https://www.target.com/p/dell-latitude-7420-14-fhd-laptop-intel-core-i7-1165g7-16gb-ram-512gb-ssd-windows-11-professiona-manufacturer-refurbished/-/A-92748941#lnk=sametab,Target
"Dell 5400 Laptop, Core i5-8265U 1.6GHz, 8GB, 256GB SSD, 14"" HD, Win11P64, Webcam, Manufacturer Refurbished",$299.99,,https://www.target.com/p/dell-5400-laptop-core-i5-8265u-1-6ghz-8gb-256gb-ssd-14-hd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-90374200#lnk=sametab,Target
"Dell Precision 5550 15.6"" Laptop Intel i7-10850H QUADRO T1000 32GB 512GB SSD W10P - Manufacturer Refurbished",$599.99,,https://www.target.com/p/dell-precision-5550-15-6-laptop-intel-i7-10850h-quadro-t1000-32gb-512gb-ssd-w10p-manufacturer-refurbished/-/A-1000487977#lnk=sametab,Target
"Dell Latitude 7400 14"" Laptop Intel Core i5 1.60 GHz 16 GB 256 GB SSD W10P - Manufacturer Refurbished",$229.99,,https://www.target.com/p/dell-latitude-7400-14-laptop-intel-core-i5-1-60-ghz-16-gb-256-gb-ssd-w10p-manufacturer-refurbished/-/A-91295009#lnk=sametab,Target
"Dell Inspiron 16 7640 16"" WUXGA 2-in-1 Touchscreen Laptop, Intel Core Ultra 7 155H, 16GB RAM, 1TB SSD, Intel Arc Graphics, Windows 11 Home",$919.99,1,https://www.target.com/p/dell-inspiron-16-7640-16-wuxga-2-in-1-touchscreen-laptop-intel-core-ultra-7-155h-16gb-ram-1tb-ssd-intel-arc-graphics-windows-11-home/-/A-1000553638#lnk=sametab,Target
"Dell Latitude 5310 13.3"" Laptop Intel Core i7-10810U 16GB 256 GB SSD W10P - Manufacturer Refurbished",$359.99,,https://www.target.com/p/dell-latitude-5310-13-3-laptop-intel-core-i7-10810u-16gb-256-gb-ssd-w10p-manufacturer-refurbished/-/A-1000487968#lnk=sametab,Target
"Dell Latitude 5490 14"" Laptop Core i5 1.70 GHz 16 GB 256 GB SSD Windows 10 Pro - Manufacturer Refurbished",$239.99,1,https://www.target.com/p/dell-latitude-5490-14-laptop-core-i5-1-70-ghz-16-gb-256-gb-ssd-windows-10-pro-manufacturer-refurbished/-/A-90458204#lnk=sametab,Target
"Dell Latitude 7420 14"" FHD Touch LT Intel i7-1185G7 1.8GHz 32GB 256GB W11P - Manufacturer Refurbished",$409.99,,https://www.target.com/p/dell-latitude-7420-14-fhd-touch-lt-intel-i7-1185g7-1-8ghz-32gb-256gb-w11p-manufacturer-refurbished/-/A-91588842#lnk=sametab,Target
"Dell 7390 Laptop, Core i7-8650U 1.9GHz, 16GB, 256GB SSD, 13.3"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$349.99,,https://www.target.com/p/dell-7390-laptop-core-i7-8650u-1-9ghz-16gb-256gb-ssd-13-3-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441093#lnk=sametab,Target
"Dell Latitude 7410 14"" FHD Laptop Intel i5-10310U 16GB 512GB W10P - Manufacturer Refurbished",$227.99,,https://www.target.com/p/dell-latitude-7410-14-fhd-laptop-intel-i5-10310u-16gb-512gb-w10p-manufacturer-refurbished/-/A-92696867#lnk=sametab,Target
"Dell Inspiron 14” FHD+ (1920 x 1200) 2-in-1 Touchscreen Laptop, AMD Ryzen 5 8640HS, 8GB RAM, 512GB SSD, Windows 11 Home",$559.99,,https://www.target.com/p/dell-inspiron-14-fhd-1920-x-1200-2-in-1-touchscreen-laptop-amd-ryzen-5-8640hs-8gb-ram-512gb-ssd-windows-11-home/-/A-1001181356#lnk=sametab,Target
"Dell Latitude 7420 14"" FHD Intel Core i5-1145G7 256GB 8GB W11P - Manufacturer Refurbished",$219.99,,https://www.target.com/p/dell-latitude-7420-14-fhd-intel-core-i5-1145g7-256gb-8gb-w11p-manufacturer-refurbished/-/A-93638148#lnk=sametab,Target
"Dell Latitude 5410 14"" Laptop Intel Core i5-10310U 16GB 256 GBSSD Windows 10 Pro - Manufacturer Refurbished",$339.99,,https://www.target.com/p/dell-latitude-5410-14-laptop-intel-core-i5-10310u-16gb-256-gbssd-windows-10-pro-manufacturer-refurbished/-/A-94246507#lnk=sametab,Target
"Dell Latitude 5450 Touch 14"" Laptop Intel Core Ultra 5 135U 16GB 256GB SSD W11P - Manufacturer Refurbished",$699.99,,https://www.target.com/p/dell-latitude-5450-touch-14-laptop-intel-core-ultra-5-135u-16gb-256gb-ssd-w11p-manufacturer-refurbished/-/A-94246500#lnk=sametab,Target
"Dell Precision 3541 Laptop, Core i7-9850H 2.6GHz, 32GB, 2TB SSD, 15.6""FHD, Win11P64, CAM, A GRADE, NVIDIA Quadro P620 4GB, Manufacturer Refurbished",$679.99,,https://www.target.com/p/dell-precision-3541-laptop-core-i7-9850h-2-6ghz-32gb-2tb-ssd-15-6-fhd-win11p64-cam-a-grade-nvidia-quadro-p620-4gb-manufacturer-refurbished/-/A-89468817#lnk=sametab,Target
"Dell Latitud 5400 Laptop, Core i5-8265U 1.6GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$362.99,,https://www.target.com/p/dell-latitud-5400-laptop-core-i5-8265u-1-6ghz-16gb-512gb-ssd-14-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-90227891#lnk=sametab,Target
"Dell Latitude 5400 Laptop, Core i5-8265U 1.6GHz, 16GB, 256GB SSD, 14in FHD, Win11P64, Webcam, TOUCH, Manufacturer Refurbished",$373.99,,https://www.target.com/p/dell-latitude-5400-laptop-core-i5-8265u-1-6ghz-16gb-256gb-ssd-14in-fhd-win11p64-webcam-touch-manufacturer-refurbished/-/A-1001190960#lnk=sametab,Target
"Dell Latitude 9510 Laptop, Core i7-10810U 1.1GHz, 16GB, 512GB SSD, 15in FHD, Win11P64, Webcam, Manufacturer Refurbished",$784.99,,https://www.target.com/p/dell-latitude-9510-laptop-core-i7-10810u-1-1ghz-16gb-512gb-ssd-15in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-1001190926#lnk=sametab,Target
"Dell Latitude 7420 14"" FHD Laptop Intel Core i5-1145G7 16GB 256GB W11P - Manufacturer Refurbished",$288.11,,https://www.target.com/p/dell-latitude-7420-14-fhd-laptop-intel-core-i5-1145g7-16gb-256gb-w11p-manufacturer-refurbished/-/A-1001034045#lnk=sametab,Target
"Dell Precision 7760 Laptop, Core i7-11850H 2.5GHz, 64GB, 2TB SSD, 17.3in FHD, Win11P64, Webcam, NVIDIA RTX A3000 6GB, Manufacturer Refurbished","$1,719.99",,https://www.target.com/p/dell-precision-7760-laptop-core-i7-11850h-2-5ghz-64gb-2tb-ssd-17-3in-fhd-win11p64-webcam-nvidia-rtx-a3000-6gb-manufacturer-refurbished/-/A-1001190964#lnk=sametab,Target
"Dell Latitude 7400 Laptop, Core i7-8665U 1.9GHz, 32GB, 512GB SSD, 14in FHD TouchScreen, Win11P64, Webcam, Manufacturer Refurbished",$592.99,,https://www.target.com/p/dell-latitude-7400-laptop-core-i7-8665u-1-9ghz-32gb-512gb-ssd-14in-fhd-touchscreen-win11p64-webcam-manufacturer-refurbished/-/A-86976853#lnk=sametab,Target
"Dell Latitude 7400 14"" FHD Intel Core i7-8665U - 256GB SSD 16GB RAM  W10P - Manufacturer Refurbished",$264.59,1,https://www.target.com/p/dell-latitude-7400-14-fhd-intel-core-i7-8665u-256gb-ssd-16gb-ram-w10p-manufacturer-refurbished/-/A-92268240#lnk=sametab,Target
"Dell Latitude 7400 14"" FHD Intel Core i7-8665U - 256GB SSD 16GB RAM  W10P - Manufacturer Refurbished",$264.59,1,https://www.target.com/p/dell-latitude-7400-14-fhd-intel-core-i7-8665u-256gb-ssd-16gb-ram-w10p-manufacturer-refurbished/-/A-92268240#lnk=sametab,Target
"Dell Latitude 5320 13.3"" FHD Laptop Intel Core i5-1135G7, 256GB, 8GB, W10P - Manufacturer Refurbished",$229.99,,https://www.target.com/p/dell-latitude-5320-13-3-fhd-laptop-intel-core-i5-1135g7-256gb-8gb-w10p-manufacturer-refurbished/-/A-93628928#lnk=sametab,Target
"Dell Inspiron 14” Full HD+ 2-in-1 Touchscreen Laptop, AMD Ryzen 7 8840HS, 16GB RAM, 1TB SSD, Windows 11 Home",$729.99,,https://www.target.com/p/dell-inspiron-14-full-hd-2-in-1-touchscreen-laptop-amd-ryzen-7-8840hs-16gb-ram-1tb-ssd-windows-11-home/-/A-1001595060#lnk=sametab,Target
"Dell Precision 7730 Laptop, Core i7-8850H 2.6GHz, 32GB, 1TB SSD, 17.3"" FHD, Win11P64, CAM, NVIDIA Quadro P3200 6GB, Manufacturer Refurbished","$1,199.99",,https://www.target.com/p/dell-precision-7730-laptop-core-i7-8850h-2-6ghz-32gb-1tb-ssd-17-3-fhd-win11p64-cam-nvidia-quadro-p3200-6gb-manufacturer-refurbished/-/A-89441141#lnk=sametab,Target
"Dell 5420 Rugged Laptop, Core i5-8350U 1.7GHz, 16GB, 256GB SSD, 14"" FHD, Win11P64, Webcam, 4G LTE, Manufacturer Refurbished",$820.99,,https://www.target.com/p/dell-5420-rugged-laptop-core-i5-8350u-1-7ghz-16gb-256gb-ssd-14-fhd-win11p64-a-grade-webcam-4g-lte-manufacturer-refurbished/-/A-90528357#lnk=sametab,Target
"Dell 5500 Laptop, Core i5-8365U 1.6GHz, 32GB, 1TB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$525.99,,https://www.target.com/p/dell-5500-laptop-core-i5-8365u-1-6ghz-32gb-1tb-ssd-15-6-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441138#lnk=sametab,Target
"Dell 7400 Laptop, Core i7-8665U 1.9GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$450.99,,https://www.target.com/p/dell-7400-laptop-core-i7-8665u-1-9ghz-16gb-512gb-ssd-14-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441075#lnk=sametab,Target
"Dell Latitude 5450 14"" FHD Laptop Intel Core Ultra 5 135U 16GB 256GB SSD W11P - Manufacturer Refurbished",$699.99,,https://www.target.com/p/dell-latitude-5450-14-fhd-laptop-intel-core-ultra-5-135u-16gb-256gb-ssd-w11p-manufacturer-refurbished/-/A-1000159723#lnk=sametab,Target
"Dell Latitude 7400 Laptop, Core i7-8665U 1.9GHz, 32GB, 2TB M.2-NVMe, 14in FHD TouchScreen, Win11P64, Webcam, Manufacturer Refurbished",$693.99,,https://www.target.com/p/dell-latitude-7400-laptop-core-i7-8665u-1-9ghz-32gb-2tb-m-2-nvme-14in-fhd-touchscreen-win11p64-webcam-manufacturer-refurbished/-/A-86976835#lnk=sametab,Target
"Dell Latitude 7490 Laptop, Core i5-8350U 1.7GHz, 16GB, 256GB SSD,  14in FHD, Win11P64, Webcam, Manufacturer Refurbished",$340.99,,https://www.target.com/p/dell-latitude-7490-laptop-core-i5-8350u-1-7ghz-16gb-256gb-ssd-14in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-86280421#lnk=sametab,Target
"Dell Precision 5550 Laptop, Core i7-10850H 2.7GHz, 32GB, 2TB SSD, 15.6""FHD, Win11P64, CAM, NVIDIA Quadro T1000 4GB, Manufacturer Refurbished",$940.99,,https://www.target.com/p/dell-precision-5550-laptop-core-i7-10850h-2-7ghz-32gb-2tb-ssd-15-6-fhd-win11p64-cam-a-grade-nvidia-quadro-t1000-4gb-manufacturer-refurbished/-/A-89468825#lnk=sametab,Target
"Dell Latitude 7420 14"" FHD LT Intel i7-1185G7 1.8GHz 32GB 512GB W11P - Manufacturer Refurbished",$460.98,,https://www.target.com/p/dell-latitude-7420-14-fhd-touch-lt-intel-i7-1185g7-1-8ghz-32gb-512gb-w11p-manufacturer-refurbished/-/A-91588823#lnk=sametab,Target
"Dell 14 Rugged 5424 Laptop, Core i5-8350U 1.7GHz, 16GB, 256GB SSD, 14"" FHD, Win11P64, Webcam, 4G LTE, Manufacturer Refurbished",$874.99,,https://www.target.com/p/dell-14-rugged-5424-laptop-core-i5-8350u-1-7ghz-16gb-256gb-ssd-14-fhd-win11p64-a-grade-webcam-4g-lte-manufacturer-refurbished/-/A-90564791#lnk=sametab,Target
"Dell Latitude 5411 14"" HD Laptop Intel i5-10400H 8GB 256GB MX250 W10P - Manufacturer Refurbished",$194.99,,https://www.target.com/p/dell-latitude-5411-14-hd-laptop-intel-i5-10400h-8gb-256gb-mx250-w10p-manufacturer-refurbished/-/A-92386781#lnk=sametab,Target
"Dell Precision 7550, Core i7-10750H 2.6GHz, 64GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, NVIDIA Quadro T1000 4GB, Manufacturer","$1,060.99",,https://www.target.com/p/dell-precision-7550-core-i7-10750h-2-6ghz-64gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-nvidia-quadro-t1000-4gb-manufacturer/-/A-93712095#lnk=sametab,Target
"Dell 5480 Laptop, Core i7-6600U 2.6GHz, 16GB, 512GB SSD, 14"" HD, Win10P64, Webcam, Manufacturer Refurbished",$392.99,,https://www.target.com/p/dell-5480-laptop-core-i7-6600u-2-6ghz-16gb-512gb-ssd-14-hd-win10p64-a-grade-webcam-manufacturer-refurbished/-/A-93712085#lnk=sametab,Target
"Dell Precision 3541 Core i7-9850H 2.6GHz, 16GB, 512GB SSD, 15.6"" HD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$553.99,,https://www.target.com/p/dell-precision-3541-core-i7-9850h-2-6ghz-16gb-512gb-ssd-15-6-hd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92933608#lnk=sametab,Target
"Dell Precision 7530 Laptop, Core i5-8400H 2.5GHz, 32GB, 1TB SSD, 15.6"" FHD, Win11P64, CAM, NVIDIA Quadro P1000 4GB, Manufacturer Refurbished",$649.99,,https://www.target.com/p/dell-precision-7530-laptop-core-i5-8400h-2-5ghz-32gb-1tb-ssd-15-6-fhd-win11p64-cam-nvidia-quadro-p1000-4gb-manufacturer-refurbished/-/A-89441245#lnk=sametab,Target
"Dell Latitude 7400 14"" FHD Notebook Intel i5-8265U 1.6GHz 16GB 256GB W10P - Manufacturer Refurbished",$179.99,,https://www.target.com/p/dell-latitude-7400-14-fhd-notebook-intel-i5-8265u-1-6ghz-16gb-256gb-w10p-manufacturer-refurbished/-/A-91696354#lnk=sametab,Target
"Dell 7400 Laptop, Core i5-8365U 1.6GHz, 16GB, 256GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$341.99,,https://www.target.com/p/dell-7400-laptop-core-i5-8365u-1-6ghz-16gb-256gb-ssd-14-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-90227888#lnk=sametab,Target
Dell Latitude 5490 Laptop Intel Core i5 1.70 GHz 8GB Ram 256GB SSD W10P - Manufacturer Refurbished,$219.99,,https://www.target.com/p/dell-latitude-5490-laptop-intel-core-i5-1-70-ghz-8gb-ram-256gb-ssd-w10p-manufacturer-refurbished/-/A-90458221#lnk=sametab,Target
"Dell Latitude 5330 13.3"" FHD Laptop Intel Core i7-1265U 16GB 256GB SSD W11P - Manufacturer Refurbished",$549.99,,https://www.target.com/p/dell-latitude-5330-13-3-fhd-laptop-intel-core-i7-1265u-16gb-256gb-ssd-w11p-manufacturer-refurbished/-/A-1001323209#lnk=sametab,Target
"Dell Latitude 5400 Laptop, Core i7-8665U 1.9GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$449.99,,https://www.target.com/p/dell-latitud-5400-laptop-core-i7-8665u-1-9ghz-16gb-512gb-ssd-14-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-90227828#lnk=sametab,Target
"Dell 5510 Laptop, Core i5-10310U 1.7GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, CAM, Manufacturer Refurbished",$668.99,,https://www.target.com/p/dell-5510-laptop-core-i5-10310u-1-7ghz-16gb-512gb-ssd-15-6-fhd-win11p64-a-grade-cam-manufacturer-refurbished/-/A-90774887#lnk=sametab,Target
"Dell 5500 Laptop, Core i5-8365U 1.6GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$449.99,,https://www.target.com/p/dell-5500-laptop-core-i5-8365u-1-6ghz-16gb-512gb-ssd-15-6-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441177#lnk=sametab,Target
"Dell 7490 Laptop, Core i7-8650U 1.9GHz, 16GB, 512GB M.2-SATA, 14in FHD, Win10P64, Webcam, Manufacturer Refurbished",$548.99,1,https://www.target.com/p/dell-7490-laptop-core-i7-8650u-1-9ghz-16gb-512gb-m-2-sata-14in-fhd-win10p64-webcam-manufacturer-refurbished/-/A-82599405#lnk=sametab,Target
"Dell Latitude 7420 Laptop, Core i7-1185G7 3.0GHz, 32GB, 2TB M.2-NVMe, 14in FHD TouchScreen, Win11P64, Webcam, Manufacturer Refurbished",$831.99,,https://www.target.com/p/dell-latitude-7420-laptop-core-i7-1185g7-3-0ghz-32gb-2tb-m-2-nvme-14in-fhd-touchscreen-win11p64-webcam-manufacturer-refurbished/-/A-86976858#lnk=sametab,Target
"Dell Latitude 7430 14"" FHD Touch Laptop Intel Core i7-1265U 32GB 512GB W11P - Manufacturer Refurbished",$799.99,,https://www.target.com/p/dell-latitude-7430-14-fhd-touch-laptop-intel-core-i7-1265u-32gb-512gb-w11p-manufacturer-refurbished/-/A-92822114#lnk=sametab,Target
"Dell Precision 3530 Laptop, Core i5-8300H 2.3GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, CAM, NVIDIA Quadro P600 4GB, Manufacturer Refurbished",$438.99,,https://www.target.com/p/dell-precision-3530-laptop-core-i5-8300h-2-3ghz-16gb-512gb-ssd-15-6-fhd-win11p64-cam-nvidia-quadro-p600-4gb-manufacturer-refurbished/-/A-89441236#lnk=sametab,Target
"Dell Precision 7740 Laptop, Core i5-9400H 2.5GHz, 32GB, 1TB SSD, 17.3""FHD, Win11P64, CAM, NVIDIA Quadro RTX 3000 6GB, Manufacturer Refurbished",$820.99,,https://www.target.com/p/dell-precision-7740-laptop-core-i5-9400h-2-5ghz-32gb-1tb-ssd-17-3-fhd-win11p64-cam-nvidia-quadro-rtx-3000-6gb-manufacturer-refurbished/-/A-89468831#lnk=sametab,Target
"Dell Precision 7530 Laptop, Core i7-8850H 2.6GHz, 64GB, 2TB SSD, 15.6""FHD, Win11P64, CAM, NVIDIA Quadro P1000 4GB, Manufacturer Refurbished",$886.99,,https://www.target.com/p/dell-precision-7530-laptop-core-i7-8850h-2-6ghz-64gb-2tb-ssd-15-6-fhd-win11p64-cam-a-grade-nvidia-quadro-p1000-4gb-manufacturer-refurbished/-/A-89468829#lnk=sametab,Target
"Dell Precision 3530 Laptop, Core i5-8300H 2.3GHz, 32GB, 512GB SSD, 15.6"" FHD, Win11P64, CAM, Nvidia Quadro P600 4GB, Manufacturer Refurbished",$482.99,,https://www.target.com/p/dell-precision-3530-laptop-core-i5-8300h-2-3ghz-32gb-512gb-ssd-15-6-fhd-win11p64-cam-nvidia-quadro-p600-4gb-manufacturer-refurbished/-/A-90009829#lnk=sametab,Target
"Dell 5410 Laptop, Core i7-10610U 1.8GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, CAM, Manufacturer Refurbished",$493.99,,https://www.target.com/p/dell-5410-laptop-core-i7-10610u-1-8ghz-16gb-512gb-ssd-14-fhd-win11p64-a-grade-cam-manufacturer-refurbished/-/A-89892587#lnk=sametab,Target
"Dell Latitude 5340 13.3"" FHD Laptop Intel Core i5-1345U 16GB 512GB SSD W11P - Manufacturer Refurbished",$669.99,,https://www.target.com/p/dell-latitude-5340-13-3-fhd-laptop-intel-core-i5-1345u-16gb-512gb-ssd-w11p-manufacturer-refurbished/-/A-1001323208#lnk=sametab,Target
"Dell Latitude 7420 Laptop, Core i7-1185G7 3.0GHz, 32GB, 512GB SSD, 14in FHD TouchScreen, Win11P64, Webcam, Manufacturer Refurbished",$743.99,,https://www.target.com/p/dell-latitude-7420-laptop-core-i7-1185g7-3-0ghz-32gb-512gb-ssd-14in-fhd-touchscreen-win11p64-webcam-manufacturer-refurbished/-/A-86976854#lnk=sametab,Target
"Dell 7490 Laptop, Core i5-8350U 1.7GHz, 32GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$406.99,,https://www.target.com/p/dell-7490-laptop-core-i5-8350u-1-7ghz-32gb-512gb-ssd-14-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-90227902#lnk=sametab,Target
"Dell 5590 Laptop, Core i5-8250U 1.6GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$449.99,,https://www.target.com/p/dell-5590-laptop-core-i5-8250u-1-6ghz-16gb-512gb-ssd-15-6-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441199#lnk=sametab,Target
"Dell Precision 7520 Laptop, Xeon E3-1545M V5 2.9GHz, 32GB, 512GB SSD, 15.6"" FHD, Win10P64, CAM, NVIDIA Quadro M2200 4GB, Manufacturer Refurbished",$471.99,,https://www.target.com/p/dell-precision-7520-laptop-xeon-e3-1545m-v5-2-9ghz-32gb-512gb-ssd-15-6-fhd-win10p64-cam-nvidia-quadro-m2200-4gb-manufacturer-refurbished/-/A-89436130#lnk=sametab,Target
"Dell 5420 Laptop, Core i5-1145G7 2.6GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$482.99,,https://www.target.com/p/dell-5420-laptop-core-i5-1145g7-2-6ghz-16gb-512gb-ssd-14-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441205#lnk=sametab,Target
