Description,Price,ReviewCount,Url,Website Source
"Dell 5420 Rugged, Core i5-8350U 1.7GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$929.99,,https://www.target.com/p/dell-5420-rugged-core-i5-8350u-1-7ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712115#lnk=sametab,Target
"Dell 5410 Laptop, Core i5-10210U 1.6GHz, 16GB, 256GB SSD, 14"" FHD, Win11P64, CAM, Manufacturer Refurbished",$406.99,,https://www.target.com/p/dell-5410-laptop-core-i5-10210u-1-6ghz-16gb-256gb-ssd-14-fhd-win11p64-a-grade-cam-manufacturer-refurbished/-/A-89892598#lnk=sametab,Target
"Dell Precision 5540, Core i7-9850H 2.6GHz, 32GB, 2TB NVMe, 15.6"" UHD, Win11P64, Webcam, Touchscreen, NVIDIA Quadro T1000 4GB, Manufacturer Refurbished",$885.99,,https://www.target.com/p/dell-precision-5540-core-i7-9850h-2-6ghz-32gb-2tb-nvme-15-6-uhd-win11p64-webcam-touch-nvidia-quadro-t1000-4gb-new-wd-black-ssd/-/A-93712130#lnk=sametab,Target
"Dell 14 Rugged 5414 Laptop, Core i5-6300U 2.4GHz, 16GB, 256GB SSD, 14"" HD, Win10P64, CAM, 4G LTE, Manufacturer Refurbished",$754.99,,https://www.target.com/p/dell-14-rugged-5414-laptop-core-i5-6300u-2-4ghz-16gb-256gb-ssd-14-hd-win10p64-a-grade-cam-4g-lte-manufacturer-refurbished/-/A-90553628#lnk=sametab,Target
"Dell Precision 7740 Laptop, Core i7-9850H 2.6GHz, 32GB, 1TB SSD, 17.3"" FHD, Win11P64, CAM, NVIDIA Quadro RTX 3000 6GB, Manufacturer Refurbished","$1,199.99",,https://www.target.com/p/dell-precision-7740-laptop-core-i7-9850h-2-6ghz-32gb-1tb-ssd-17-3-fhd-win11p64-cam-nvidia-quadro-rtx-3000-6gb-manufacturer-refurbished/-/A-89441238#lnk=sametab,Target
"Dell Precision 3551 Laptop, Core i7-10750H 2.6GHz, 32GB, 2TB SSD, 15.6""FHD, Win11P64, CAM, A GRADE, NVIDIA Quadro P620 4GB, Manufacturer Refurbished",$776.99,,https://www.target.com/p/dell-precision-3551-laptop-core-i7-10750h-2-6ghz-32gb-2tb-ssd-15-6-fhd-win11p64-cam-a-grade-nvidia-quadro-p620-4gb-manufacturer-refurbished/-/A-89468820#lnk=sametab,Target
"Dell Precision 7540 Laptop, Core i7-9850H 2.6GHz, 32GB, 2TB SSD, 15.6"" FHD, Win11P64, CAM, NVIDIA Quadro T1000 4GB, Manufacturer Refurbished",$885.99,,https://www.target.com/p/dell-precision-7540-laptop-core-i7-9850h-2-6ghz-32gb-2tb-ssd-15-6-fhd-win11p64-cam-nvidia-quadro-t1000-4gb-manufacturer-refurbished/-/A-89441150#lnk=sametab,Target
"Dell Precision 7530, Core i7-8850H 2.6GHz, 64GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro P1000 4GB, New WD Black SSD, Manufacturer",$940.99,,https://www.target.com/p/dell-precision-7530-core-i7-8850h-2-6ghz-64gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-p1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712079#lnk=sametab,Target
"Dell Latitude 5440, Core i7-1365U 3.9GHz, 32GB, 1TB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished","$1,062.99",,https://www.target.com/p/dell-latitude-5440-core-i7-1365u-3-9ghz-32gb-1tb-ssd-14-fhd-win11p64-webcam-manufacturer-refurbished/-/A-93712137#lnk=sametab,Target
"Dell Precision 7530 Laptop, Xeon E-2176M 2.7GHz, 32GB, 512GB SSD, 15.6"" FHD, Win11P64, CAM, NVIDIA Quadro P1000 4GB, Manufacturer Refurbished",$634.99,,https://www.target.com/p/dell-precision-7530-laptop-xeon-e-2176m-2-7ghz-32gb-512gb-ssd-15-6-fhd-win11p64-cam-nvidia-quadro-p1000-4gb-manufacturer-refurbished/-/A-89441255#lnk=sametab,Target
"Dell Latitude 7414 Rugged Laptop, Core i5-6300U 2.4GHz, 16GB, 512GB SSD, 14in HD, Win11P64, Webcam, Manufacturer Refurbished",$729.99,,https://www.target.com/p/dell-latitude-7414-rugged-laptop-core-i5-6300u-2-4ghz-16gb-512gb-ssd-14in-hd-win11p64-webcam-manufacturer-refurbished/-/A-1001190968#lnk=sametab,Target
"Dell Latitude 5400 Laptop, Core i7-8665U 1.9GHz, 16GB, 512GB SSD, 14in FHD, Win11P64, Webcam, TOUCH, Manufacturer Refurbished",$482.99,,https://www.target.com/p/dell-latitude-5400-laptop-core-i7-8665u-1-9ghz-16gb-512gb-ssd-14in-fhd-win11p64-webcam-touch-manufacturer-refurbished/-/A-1001190962#lnk=sametab,Target
"Dell 5400 Core i5-8365U 1.6GHz, 16GB, 256GB SSD, 14"" HD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$326.99,,https://www.target.com/p/dell-5400-core-i5-8365u-1-6ghz-16gb-256gb-ssd-14-hd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92933610#lnk=sametab,Target
"Dell 7410 Laptop, Core i5-10310U 1.7GHz, 8GB, 256GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$427.99,,https://www.target.com/p/dell-7410-laptop-core-i5-10310u-1-7ghz-8gb-256gb-ssd-14-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-89983543#lnk=sametab,Target
"Dell Precision 7730 Laptop, Xeon E-2176M 2.7GHz, 32GB, 1TB SSD, 17.3"" FHD, Win11P64, CAM, NVIDIA Quadro P3200 6GB, Manufacturer Refurbished",$999.99,,https://www.target.com/p/dell-precision-7730-laptop-xeon-e-2176m-2-7ghz-32gb-1tb-ssd-17-3-fhd-win11p64-cam-nvidia-quadro-p3200-6gb-manufacturer-refurbished/-/A-89441226#lnk=sametab,Target
"Dell XPS 7390 Laptop, Core i5-10210U 1.6GHz, 8GB, 256GB SSD, 13.3in FHD, Win11P64, Webcam, Manufacturer Refurbished",$344.99,,https://www.target.com/p/dell-xps-7390-laptop-core-i5-10210u-1-6ghz-8gb-256gb-ssd-13-3in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-1001190948#lnk=sametab,Target
"Dell, Precision 7550 Laptop, Xeon W-10885M 2.4GHz, 64GB, 2TB SSD, 15.6in FHD, Win11P64, Webcam, Nvidia Quadro RTX 3000 6GB, Manufacturer Refurbished","$1,322.99",,https://www.target.com/p/dell-precision-7550-laptop-xeon-w-10885m-2-4ghz-64gb-2tb-ssd-15-6in-fhd-win11p64-manufacturer-refurbished/-/A-91913428#lnk=sametab,Target
"Dell Precision 7730, Core i7-8850H 2.6GHz, 64GB, 2TB NVMe, 17.3"" FHD, Win11P64, Webcam, NVIDIA Quadro P3200 6GB, New WD Black SSD, Manufacturer","$1,256.99",,https://www.target.com/p/dell-precision-7730-core-i7-8850h-2-6ghz-64gb-2tb-nvme-17-3-fhd-win11p64-webcam-nvidia-quadro-p3200-6gb-new-wd-black-ssd-manufacturer/-/A-93712117#lnk=sametab,Target
"Dell Precision 7550 Laptop, Core i5-10400H 2.6GHz, 32GB, 1TB SD, 15.6"" FHD, Win11P64, CAM, Nvidia Quadro RTX 3000 6GB, Manufacturer Refurbished","$1,287.99",,https://www.target.com/p/dell-precision-7550-laptop-core-i5-10400h-2-6ghz-32gb-1tb-sd-15-6-fhd-win11p64-cam-nvidia-quadro-rtx-3000-6gb-manufacturer-refurbished/-/A-89441967#lnk=sametab,Target
"Dell Latitude 5420, Core i5-1145G7 2.6GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$645.99,,https://www.target.com/p/dell-latitude-5420-core-i5-1145g7-2-6ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712060#lnk=sametab,Target
"Dell 5400 Core i5-8365U 1.6GHz, 32GB, 512GB SSD, 14"" HD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$391.99,,https://www.target.com/p/dell-5400-core-i5-8365u-1-6ghz-32gb-512gb-ssd-14-hd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92933607#lnk=sametab,Target
"Dell Precision 5540, Core i7-9750H 2.6GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro T1000 4GB, New WD Black SSD, Manufacturer",$842.99,,https://www.target.com/p/dell-precision-5540-core-i7-9750h-2-6ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-t1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712136#lnk=sametab,Target
"Dell Precision 5540, Core i7-9750H 2.6GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro T1000 4GB, New WD Black SSD, Manufacturer",$842.99,,https://www.target.com/p/dell-precision-5540-core-i7-9750h-2-6ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-t1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712136#lnk=sametab,Target
"Dell 5520, Core i7-1185G7 3.0GHz, 32GB, 1TB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$722.99,,https://www.target.com/p/dell-5520-core-i7-1185g7-3-0ghz-32gb-1tb-ssd-15-6-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-93712099#lnk=sametab,Target
"Dell Latitude 5400, Core i7-8665U 1.9GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$613.99,,https://www.target.com/p/dell-latitude-5400-core-i7-8665u-1-9ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712090#lnk=sametab,Target
"Dell 5500 Laptop, Core i7-8665U 1.9GHz, 32GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$602.99,,https://www.target.com/p/dell-5500-laptop-core-i7-8665u-1-9ghz-32gb-512gb-ssd-15-6-fhd-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89441239#lnk=sametab,Target
"Dell XPS 7390 Laptop, Core i7-10710U 1.1GHz, 16GB, 512GB SSD, 13.3in FHD, Win11P64, Webcam, Manufacturer Refurbished",$476.99,,https://www.target.com/p/dell-xps-7390-laptop-core-i7-10710u-1-1ghz-16gb-512gb-ssd-13-3in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-1001190932#lnk=sametab,Target
"Dell 5520 Core i5-1145G7 2.6GHz, 16GB, 512GB SSD, 15.6"" FHD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$558.99,,https://www.target.com/p/dell-5520-core-i5-1145g7-2-6ghz-16gb-512gb-ssd-15-6-fhd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92933624#lnk=sametab,Target
"Dell 5401 Laptop, Core i7-9850H 2.6GHz, 32GB, 512GB SSD-2.5, 14inch FHD TouchScreen, Win11P64, Webcam, Manufacturer Refurbished",$579.99,,https://www.target.com/p/dell-5401-laptop-core-i7-9850h-2-6ghz-32gb-512gb-ssd-2-5-14inch-fhd-touchscreen-win11p64-webcam-a-grade-manufacturer-refurbished/-/A-89691895#lnk=sametab,Target
Dell Precision 7510 Laptop Intel i7-6820HQ 2.7 GHz 16GB Ram 256GB SSD W10P - Manufacturer Refurbished,$299.99,,https://www.target.com/p/dell-precision-7510-laptop-intel-i7-6820hq-2-7-ghz-16gb-ram-256gb-ssd-w10p-manufacturer-refurbished/-/A-83362731#lnk=sametab,Target
"Dell Precision 7550, Xeon W-10885M 2.4GHz, 64GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, NVIDIA Quadro T1000 4GB, Manufacturer","$1,256.99",,https://www.target.com/p/dell-precision-7550-xeon-w-10885m-2-4ghz-64gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-nvidia-quadro-t1000-4gb-manufacturer/-/A-93712073#lnk=sametab,Target
"Dell Latitude 5410, Core i5-10310U 1.7GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$591.99,,https://www.target.com/p/dell-latitude-5410-core-i5-10310u-1-7ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712048#lnk=sametab,Target
"Dell 5520, Core i5-1145G7 2.6GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$722.99,,https://www.target.com/p/dell-5520-core-i5-1145g7-2-6ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93787380#lnk=sametab,Target
"Dell Latitude 5510, Core i5-10310U 1.7GH, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$792.99,,https://www.target.com/p/dell-latitude-5510-core-i5-10310u-1-7gh-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712088#lnk=sametab,Target
"Dell 7280 Core i7-6600U 2.6GHz, 16GB, 256GB SSD, 12.5"" HD, Windows 10 Pro, Webcam, Manufacturer Refurbished",$294.99,,https://www.target.com/p/dell-7280-core-i7-6600u-2-6ghz-16gb-256gb-ssd-12-5-hd-windows-10-pro-webcam-manufacturer-refurbished/-/A-92933619#lnk=sametab,Target
"Dell Latitude 7420, Core i7-1185G7 3.0GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, Touchscreen, New WD Black SSD, Manufacturer Refurbished",$874.99,,https://www.target.com/p/dell-latitude-7420-core-i7-1185g7-3-0ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-touch-new-wd-black-ssd-manufacturer-refurbished/-/A-93712131#lnk=sametab,Target
"Dell Precision 3560, Core i5-1145G7 2.6GHz, 32GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$656.99,,https://www.target.com/p/dell-precision-3560-core-i5-1145g7-2-6ghz-32gb-512gb-ssd-15-6-fhd-win11p64-webcam-manufacturer-refurbished/-/A-93787379#lnk=sametab,Target
"Dell XPS 7390 Laptop, Core i5-8350U 1.7GHz, 8GB, 256GB SSD, 13.3in FHD, Win11P64, Webcam, Manufacturer Refurbished",$311.99,,https://www.target.com/p/dell-xps-7390-laptop-core-i5-8350u-1-7ghz-8gb-256gb-ssd-13-3in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-1001190930#lnk=sametab,Target
"Dell XPS 9380 Laptop, Core i5-8265U 1.6GHz, 8GB, 256GB SSD, 13.3in FHD, Win11P64, Webcam, Manufacturer Refurbished",$322.99,,https://www.target.com/p/dell-xps-9380-laptop-core-i5-8265u-1-6ghz-8gb-256gb-ssd-13-3in-fhd-win11p64-webcam-manufacturer-refurbished/-/A-1001190928#lnk=sametab,Target
"Dell Latitude 5400 Laptop, Core i5-8265U 1.6GHz, 16GB, 256GB SSD, 14in FHD, Win10P64, Webcam, TOUCH, Manufacturer Refurbished",$373.99,,https://www.target.com/p/dell-latitude-5400-laptop-core-i5-8265u-1-6ghz-16gb-256gb-ssd-14in-fhd-win10p64-webcam-touch-manufacturer-refurbished/-/A-1001190952#lnk=sametab,Target
"Dell 5520, Core i7-1165G7 2.8GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$809.99,,https://www.target.com/p/dell-5520-core-i7-1165g7-2-8ghz-32gb-2tb-nvme-15-6-fhd-win11p64-a-grade-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93787383#lnk=sametab,Target
"Dell Latitude 5310, Core i5-10310U 1.7GHz, 32GB, 2TB NVMe, 13.3"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$608.99,,https://www.target.com/p/dell-latitude-5310-core-i5-10310u-1-7ghz-32gb-2tb-nvme-13-3-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712087#lnk=sametab,Target
"Dell 5520, Core i7-1165G7 2.8GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$645.99,,https://www.target.com/p/dell-5520-core-i7-1165g7-2-8ghz-16gb-512gb-ssd-15-6-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-93712129#lnk=sametab,Target
"Dell Latitude 5510, Core i7-10610U 1.8GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$809.99,,https://www.target.com/p/dell-latitude-5510-core-i7-10610u-1-8ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712104#lnk=sametab,Target
"Dell Precision 7530, Xeon E-2176M 2.7GHz, 64GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro P1000 4GB, New WD Black SSD, Manufacturer",$842.99,,https://www.target.com/p/dell-precision-7530-xeon-e-2176m-2-7ghz-64gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-p1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712107#lnk=sametab,Target
"Dell Latitude 9410 2-in-1, Core i7-10610U 1.8GHz, 16GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Touchscreen, Manufacturer Refurbished",$602.99,,https://www.target.com/p/dell-latitude-9410-2-in-1-core-i7-10610u-1-8ghz-16gb-512gb-ssd-14-fhd-win11p64-a-grade-webcam-touch-manufacturer-refurbished/-/A-93712126#lnk=sametab,Target
"Dell 5520, Core i7-1165G7 2.8GHz, 16GB, 512GB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$645.99,,https://www.target.com/p/dell-5520-core-i7-1165g7-2-8ghz-16gb-512gb-ssd-15-6-fhd-win11p64-a-grade-webcam-manufacturer-refurbished/-/A-93712129#lnk=sametab,Target
"Dell Precision 7530, Xeon E-2176M 2.7GHz, 64GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro P1000 4GB, New WD Black SSD, Manufacturer",$842.99,,https://www.target.com/p/dell-precision-7530-xeon-e-2176m-2-7ghz-64gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-p1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712107#lnk=sametab,Target
"Dell Precision 7540, Core i5-9400H 2.5GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro T1000 4GB, New WD Black SSD, Manufacturer",$900.99,,https://www.target.com/p/dell-precision-7540-core-i5-9400h-2-5ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-t1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712108#lnk=sametab,Target
"Dell Precision 3560, Core i5-1145G7 2.6GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$776.99,,https://www.target.com/p/dell-precision-3560-core-i5-1145g7-2-6ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93827099#lnk=sametab,Target
"Dell Latitude 5310, Core i5-10310U 1.7GHz, 32GB, 2TB NVMe, 13.3"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$608.99,,https://www.target.com/p/dell-latitude-5310-core-i5-10310u-1-7ghz-32gb-2tb-nvme-13-3-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712087#lnk=sametab,Target
"Dell Precision 7530, Core i5-8300H 2.3GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro P1000 4GB, New WD Black SSD, Manufacturer",$770.99,,https://www.target.com/p/dell-precision-7530-core-i5-8300h-2-3ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-p1000-4gb-new-wd-black-ssd-manufacturer/-/A-93712105#lnk=sametab,Target
"Dell 5420 Core i7-1185G7 3.0GHz, 16GB, 512GB, SSD, 14in FHD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$569.99,,https://www.target.com/p/dell-5420-core-i7-1185g7-3-0ghz-16gb-512gb-ssd-14in-fhd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92210815#lnk=sametab,Target
"Dell Precision 3560, Core i7-1165G7 2.8GHz, 32GB, 1TB SSD, 15.6"" FHD, Win11P64, Webcam, Manufacturer Refurbished",$798.99,,https://www.target.com/p/dell-precision-3560-core-i7-1165g7-2-8ghz-32gb-1tb-ssd-15-6-fhd-win11p64-webcam-manufacturer-refurbished/-/A-93787378#lnk=sametab,Target
"Dell Latitude 7410, Core i5-10310U 1.7GHz, 16GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$591.99,,https://www.target.com/p/dell-latitude-7410-core-i5-10310u-1-7ghz-16gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712059#lnk=sametab,Target
"Dell 5420 Core i7-1185G7 3.0GHz, 32GB, 1TB, SSD, 14in FHD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$645.99,,https://www.target.com/p/dell-5420-core-i7-1185g7-3-0ghz-32gb-1tb-ssd-14in-fhd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92210804#lnk=sametab,Target
"Dell 5520 Core i5-1145G7 2.6GHz, 32GB, 1TB SSD, 15.6"" FHD, Windows 11 Pro, Webcam, Manufacturer Refurbished",$634.99,,https://www.target.com/p/dell-5520-core-i5-1145g7-2-6ghz-32gb-1tb-ssd-15-6-fhd-windows-11-pro-webcam-manufacturer-refurbished/-/A-92933626#lnk=sametab,Target
"Dell Chromebook 5190 11.6"" Chromebook Intel Celeron 1.10 GHz 4GB 16 GB Chrome OS - Manufacturer Refurbished",$104.99,2,https://www.target.com/p/dell-chromebook-5190-11-6-chromebook-intel-celeron-1-10-ghz-4gb-16-gb-chrome-os-manufacturer-refurbished/-/A-92537232#lnk=sametab,Target
"Dell Latitude 5401, Core i7-9850H 2.6GHz, 32GB, 2TB NVMe, 14"" FHD, Win11P64, Webcam, New WD Black SSD, Manufacturer Refurbished",$738.99,,https://www.target.com/p/dell-latitude-5401-core-i7-9850h-2-6ghz-32gb-2tb-nvme-14-fhd-win11p64-webcam-new-wd-black-ssd-manufacturer-refurbished/-/A-93712055#lnk=sametab,Target
"Dell Latitude 5440, Core i7-1365U 3.9GHz, 32GB, 512GB SSD, 14"" FHD, Win11P64, Webcam, Manufacturer Refurbished","$1,029.99",,https://www.target.com/p/dell-latitude-5440-core-i7-1365u-3-9ghz-32gb-512gb-ssd-14-fhd-win11p64-webcam-manufacturer-refurbished/-/A-93712093#lnk=sametab,Target
"Dell Precision 3541, Core i5-9400H 2.5GHz, 32GB, 2TB NVMe, 15.6"" FHD, Win11P64, Webcam, NVIDIA Quadro P620 4GB, New WD Black SSD, Manufacturer",$662.99,,https://www.target.com/p/dell-precision-3541-core-i5-9400h-2-5ghz-32gb-2tb-nvme-15-6-fhd-win11p64-webcam-nvidia-quadro-p620-4gb-new-wd-black-ssd-manufacturer/-/A-93712086#lnk=sametab,Target
"Dell Latitude 7410 14"" FHD Intel Core i7-10610U 16GB RAM 512GB SSD W10P - Manufacturer Refurbished",$269.99,1,https://www.target.com/p/dell-latitude-7410-14-fhd-intel-core-i7-10610u-16gb-ram-512gb-ssd-w10p-manufacturer-refurbished/-/A-91678431#lnk=sametab,Target
